user_id,user_key,created_at,created_str,retweet_count,retweeted,favorite_count,label,text,tweet_id,source,hashtags,expanded_urls,posted,mentions,retweeted_status_id,in_reply_to_status_id
2533001646,jasper_fly,1484149609000,2017-01-11 15:46:49,,,,1,RT @ElPenguinito: #myfarewellwordswouldbe I've buried my fortune in the park under a giant...,819208954643443718,,"[""MyFarewellWordsWouldBe""]",[],POSTED,[],,
2671070290,patriotblake,1481542991000,2016-12-12 11:43:11,,,,1,"RT @America_1st_: CW: ""The thing that impressed me was that Trump is always comfortable in own skin, but now he was comfortable being the P…",808276007237120000,,[],[],POSTED,[],,
,anthonywoodboy,1433968411000,2015-06-10 20:33:31,,,,0,"RT @AIIAmericanGirI: 🇺🇸
Obama to add 450 Iraq military advisers http://t.co/nNAeycMv6c",608733755344322560,,[],[],POSTED,[],,
4272870988,pamela_moore13,1472608162000,2016-08-31 01:49:22,138,FALSE,139,1,"Dave Chappelle: ""Black Lives Matter"" is the worst slogan I've ever heard! How about ""enough is enough""? VotingTrump! https://t.co/5okvmoQhcj",770800615236722688,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,[],,
1658202894,laurabaeley,1485161965000,2017-01-23 08:59:25,,,,1,"RT @RadioACR: Chuck Todd vs Kellyanne Conway... a contentious interview here, @21WIRE says @KellyannePolls owned Chuck Todd https://t.co/gi…",823455081370677248,,[],[],POSTED,[],,
2882013788,giselleevns,1483543947000,2017-01-04 15:32:27,,,,0,#My2017BiggestHope to reach this level of pettiness https://t.co/YchECGXOTI,816668623880196097,,"[""My2017BiggestHope""]",[],POSTED,[],,
4272870988,pamela_moore13,1474326703000,2016-09-19 23:11:43,592,FALSE,506,1,"The war is here! 
This gentleman made more sense in 30 sec than #Obama for all time of his presidency.. https://t.co/OHueWuqwhO",778008699767918593,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""Obama""]",[],POSTED,[],,
1868496344,brianaregland,1484130978000,2017-01-11 10:36:18,,,,1,"RT @HipHopDX: .@Migos Scores FIRST #1 Hot 100 Hit With ""Bad And Boujee"" https://t.co/TM77Nbdyed https://t.co/HDhhyOp7TE",819130808783011840,,"[""1""]",[],POSTED,[],,
2590038478,patriotraphael,1436752640000,2015-07-13 01:57:20,,,,1,RT @LibertyBritt: He's the brilliant guy who shoots himself in the foot to spite his face.  And tries to convince us to do it too.  https:/…,620411657223716864,,[],[],POSTED,[],,
1671234620,hyddrox,1486635977000,2017-02-09 10:26:17,,,,0,RT @K1erry: The Marco Rubio knockdown of Elizabeth Warren no liberal media outlet will cover https://t.co/Rh391fEXe3,829637537476001794,,[],[],POSTED,[],,
2587843805,kansasdailynews,1469631339000,2016-07-27 14:55:39,0,FALSE,0,1,Obama on Trump winning: 'Anything's possible' https://t.co/MjVMZ5TR8Y #politics,758314917355106304,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""Politics""]","[""http://bit.ly/2axp6SI""]",POSTED,[],,
1660375034,ilovesarahrich,1477819768000,2016-10-30 09:29:28,0,FALSE,0,0,"RT @bgg2wl: Walmart, Michelle Obama and The Halo Effect https://t.co/1urgx3QIO9 https://t.co/eebgZOcMcQ",792659678018887685,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://bgg2wl.com/1CDJfQt""]",POSTED,"[""bgg2wl""]",792648955725316096,
,evewebster373,1427390992000,2015-03-26 17:29:52,,,,1,it’s impossible! #TexasJihad,581146060703293441,,"[""TexasJihad""]",[],POSTED,[],,
2671070290,patriotblake,1487229625000,2017-02-16 07:20:25,,,,1,RT @LibsNoFun: Who will wave the flag? #DayWithoutImmigrants https://t.co/Cn6JKqzE6X,832127478772748289,,"[""daywithoutimmigrants""]",[],POSTED,[],,
753214907823382528,margarethkurz,1495796393000,2017-05-26 10:59:53,,,,0,"Bewaffnete attackieren Bus mit koptischen Christen #Islamisten #ISIS 
https://t.co/YFtCatLk0m",868059105247866880,,[],[],POSTED,[],,
1659549972,malloryjared,1461346800000,2016-04-22 17:40:00,,,,0,The bright example of our failing education https://t.co/DgboGgkgVj,723567041756712960,,[],[],POSTED,[],,
1690487623,michellearry,1458657994000,2016-03-22 14:46:34,,,,1,@sendavidperdue How are they gonna protect us if they just let a bunch of terrorist walk the cities of our city? #StopIslam #IslamKills,712289370569486337,,"[""STOPIslam""]",[],POSTED,[],,
,_billy_moyer_,1421226011000,2015-01-14 09:00:11,,,,0,FC Barcelonas youth academy! La Masia doin work! Double tap for these little guys! https://t.co/eo1qIvLjgS,555288256032423936,,[],[],POSTED,[],,
2882013788,giselleevns,1477053053000,2016-10-21 12:30:53,,,,0,When I remember it's #Friyay https://t.co/yjBTsaFaR2,789443840075849728,,"[""Friyay""]",[],POSTED,[],,
1694026190,jacquelinisbest,1478969696000,2016-11-12 16:54:56,,,,1,RT @Ladydiann2: Remove these Anti Americans from America enough is enough abuse American freedoms how dare you low lives https://t.co/G44E6…,797482824915910656,,[],[],POSTED,[],,
2540882036,heyits_toby,1488260605000,2017-02-28 05:43:25,,,,1,"RT @BreitbartNews: This week's ""Sweden incident."" https://t.co/EINMeA9R2T",836451719152349184,,[],[],POSTED,[],,
1617939218,paulinett,1492339619000,2017-04-16 10:46:59,,,,0,RT @alisajoy331: Prayer sent Never stop fighting💔 https://t.co/B9Tno5REjm,853560344823947264,,[],[],POSTED,[],,
2882013788,giselleevns,1485357084000,2017-01-25 15:11:24,,,,1,"RT @RossMoorhouse: #ItsRiskyTo
Ignore the sign https://t.co/Eu6BgXi87q",824273472222326784,,[],[],POSTED,[],,
2587100717,judelambertusa,1483406369000,2017-01-03 01:19:29,,,,1,RT @RedState: The KKK Says A&amp;E Producers Tried to Stage Fake Scenes for Cancelled Documentary https://t.co/HwaebG2rdI,816091579857379328,,[],[],POSTED,[],,
1727482238,melvinsroberts,1476889401000,2016-10-19 15:03:21,,,,1,RT @hldb73: Bryan or Ryan Adams  #whenthestarsgoblue #RejectedDebateTopics @WorldOfHashtags @TheRyanAdams @bryanadams https://t.co/wFBdne8K…,788757435964088320,,"[""whenthestarsgoblue""]",[],POSTED,[],,
1658202894,laurabaeley,1485703063000,2017-01-29 15:17:43,,,,0,RT @WorldTruthTV: #mutual #respect https://t.co/auIjJ2RdBU,825724611597852676,,"[""mutual""]",[],POSTED,[],,
,kristyanann,1432407603000,2015-05-23 19:00:03,,,,0,tired of kids how to get rid  #SearchesGoogleIsAshamedOf,,,"[""SearchesGoogleIsAshamedOf""]",[],POSTED,[],,
1656685598,jeannemccarthy0,1482740079000,2016-12-26 08:14:39,,,,0,"RT @crookedwren: ""Praise be to the Lord, the God of Israel, from everlasting to everlasting. Let all the people say, 'Amen!' Praise the Lor…",813296956940357633,,[],[],POSTED,[],,
1684524144,datwisenigga,1499929485000,2017-07-13 07:04:45,,,,0,RT @deepscreenshots: https://t.co/1IuHuiAIJB,885394552915415040,,[],[],POSTED,[],,
2620869737,puredavie,1473410252000,2016-09-09 08:37:32,,,,0,Kareem Abdul Jabber #OneLetterOffSports @midnight #HashtagWars,774164827539320832,,"[""OneLetterOffSports""]",[],POSTED,[],,
,micparrish,1424539450000,2015-02-21 17:24:10,,,,0,#God can be realized through all paths. All #religions...,569185824912187393,,"[""God""]",[],POSTED,[],,
1655194147,melanymelanin,1464791310000,2016-06-01 14:28:30,,,,0,RT @RawStory: ‘Star Wars’ Han Solo movie to begin production in January https://t.co/bkZq7F7IkD,738014361546018816,,[],[],POSTED,[],,
1617939218,paulinett,1489301860000,2017-03-12 06:57:40,,,,0,RT @KStreetHipster: Hamner-Brown is already on its way here. It's been on it's way for billions of years. #KSHBC https://t.co/TQh86xN3pJ,840819062573801472,,"[""KSHBC""]",[],POSTED,[],,
1671234620,hyddrox,1488697765000,2017-03-05 07:09:25,,,,1,RT @TrumpSuperPAC: Obama's a Muslim &amp; this video from @FoxNews proves it! Even @CNN admits Obama's training protesters/jihadists! #MAGA htt…,838285304427655168,,"[""maga""]",[],POSTED,[],,
1671234620,hyddrox,1485608905000,2017-01-28 13:08:25,,,,0,RT @schotziejlk: .@greta Who is your #SuperBowl favorite?,825329684330188801,,"[""SuperBowl""]",[],POSTED,[],,
1680366068,willisbonnerr,1487054418000,2017-02-14 06:40:18,,,,1,"RT @LefLaneLivin: @trueblackpower As Black People we need to Support,Love and have mutual respect amongst each other without that there wil…",831392604352872448,,[],[],POSTED,[],,
2671070290,patriotblake,1487331632000,2017-02-17 11:40:32,,,,1,RT @Ban_asslam: This is the woman who squashed a mans testicles and shoved a 3 ft pole up his rectum for $9k. She was invited guest speaker…,832555326578778112,,[],[],POSTED,[],,
1657753759,johnbranchh,1422545470000,2015-01-29 15:31:10,,,,1,"https://t.co/D0ACs3iGvV hah, not a scooter at last)))",560822466264588290,,[],[],POSTED,[],,
1510488662,lagonehoe,1477192326000,2016-10-23 03:12:06,0,FALSE,0,0,RT @JoyAnnReid: Tried to tell the @amjoyshow staff this today. #Armageddon https://t.co/qVbeS9waRF,790027995343904769,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""Armageddon"",""Armageddon""]","[""https://twitter.com/profchrismjones/status/790022359927316480"",""https://twitter.com/profchrismjones/status/790022359927316480""]",POSTED,"[""amjoyshow"",""joyannreid""]",790023923920502784,
2572058134,leroylovesusa,1447942236000,2015-11-19 14:10:36,,,,1,"RT @bob_owens: Looks like an attempt to gauge LEO response... and they got none until after the incident.

Lovely. https://t.co/6O7W89X7ls",667344224866578433,,[],[],POSTED,[],,
2584152521,queenofthewo,1480345510000,2016-11-28 15:05:10,,,,0,RT @Wook316: Watch plenty of Krampus movies #ToDoListBeforeChristmas,803253406068445184,,"[""ToDoListBeforeChristmas""]",[],POSTED,[],,
2533653547,evagreen69,1483560468000,2017-01-04 20:07:48,,,,0,RT @NBLmusicSalerno: #2017trendsreport Follow Mio Paisan @SleepSkee #Excellent @Twitter @LoveQuotes #RT #UrgentAction WE Love REAL TALK @sc…,816737916294676480,,"[""2017trendsreport""]",[],POSTED,[],,
,_billy_moyer_,1420985181000,2015-01-11 14:06:21,,,,0,One of the best live performances ever http://t.co/CwL4r6DTwL,554278140835790849,,[],[],POSTED,[],,
753214907823382528,margarethkurz,1468416022000,2016-07-13 13:20:22,,,,1,"Kanzlerin, die von dem Volk gewählt wurde! #Merkel #Deutschland https://t.co/jxcJAkmLPf",753217508367368192,,"[""Merkel""]",[],POSTED,[],,
1768259989,mrclydepratt,1502693235000,2017-08-14 06:47:15,,,,0,RT @BenjaminEnfield: J. Cole Grants Wish For Young Fan With Cancer https://t.co/OjTuGWukwW,896986558875582464,,[],[],POSTED,[],,
1623180199,jeffreykahunas,1478535492000,2016-11-07 16:18:12,,,,1,"RT @IsraelandStufff: Teenage #Palestinian #Arab #terrorist gets 12 years in prison for attempted murder in #Jerusalem stabbing

Ahmad... ht…",795661642491187200,,[],[],POSTED,[],,
4272870988,pamela_moore13,1477528676000,2016-10-27 00:37:56,281,FALSE,245,1,"Deceitful Media caught on act when trying to drive the ""Donald Trump is racist"" rhetoric. 

#BlacksForTrump https://t.co/czKOvbfkVQ",791438749263470592,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""BlacksForTrump""]",[],POSTED,[],,
1623180199,jeffreykahunas,1479373575000,2016-11-17 09:06:15,,,,1,"RT @ustatruck: [https://t.co/3xwuVXwwbK]
""Get Your Affairs in Order! Stephen Hawking Says We Only Have 1000 Years!""
https://t.co/6ZfhFQwaG3…",799176813603909632,,[],[],POSTED,[],,
1679279490,ameliebaldwin,1473412285000,2016-09-09 09:11:25,0,FALSE,0,1,"RT @Gumball55668882: DEMOCRATS,,WOMEN ,,BILL CLINTON HAS  ABUSED 
MANY WOMEN ,, ONLY TO BE PROTECTED BY HILLARY ,ATTACKING THOSE VICTIMS ht…",774173353993129985,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""gumball55668882""]",774053027128995841,
4332740714,usa_gunslinger,1473193810000,2016-09-06 20:30:10,10,FALSE,7,1,"What the Hell, this isn't English. https://t.co/gAOEryrGm6",773257000993955840,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,[],,
2671070290,patriotblake,1484425998000,2017-01-14 20:33:18,,,,1,"RT @Conservatexian: New post: ""Cost to fix Michigan sinkhole estimated at more than $78M"" https://t.co/Qwg1ACiv29",820368212462276609,,[],[],POSTED,[],,
1833223908,dorothiebell,1474085831000,2016-09-17 04:17:11,,,,0,"RT @DinoAHudson1: @erreebus @juicekan @Pollyesther34 @andieiamwhoiam @JNighter @CaseyParksIt @Deborah61049061 
Yea! Put this in your pipe a…",776998411715436548,,[],[],POSTED,[],,
1868496344,brianaregland,1481818902000,2016-12-15 16:21:42,,,,1,RT @EmbraceTheJ: BURR! https://t.co/LDF3fnANUb,809433262531682304,,[],[],POSTED,[],,
2671070290,patriotblake,1474640739000,2016-09-23 14:25:39,0,FALSE,0,1,RT @Veteran4Trump: A picture you will never see on @CNN or @MSNBC #BlacksForTrump Thumbs up for Trump 👍#MakeAmericaGreatAgain #Blacks4Trump…,779325861149478912,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""Blacks4Trump"",""MakeAmericaGreatAgain"",""BlacksForTrump"",""Blacks4Trump"",""MakeAmericaGreatAgain"",""BlacksForTrump"",""Blacks4Trump"",""MakeAmericaGreatAgain"",""BlacksForTrump""]",[],POSTED,"[""msnbc"",""cnn"",""veteran4trump""]",779198139630628864,
1659549972,malloryjared,1478755107000,2016-11-10 05:18:27,,,,1,"RT @FreeLabelNet: [FLMAG] @JonnyRay_Genius: 

Shisui

https://t.co/2vv5gg088j",796582770856390656,,[],[],POSTED,[],,
2671070290,patriotblake,1478631477000,2016-11-08 18:57:57,0,FALSE,0,1,RT @thomassfl: Wikileaks E-Mails:  Hillary Clinton Blackmailed Bernie Sanders https://t.co/l9X32FegV6.,796064230621450240,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://wp.me/p6uZrJ-8Qr/""]",POSTED,"[""thomassfl""]",796045400776077312,
3978316814,blackmattersus,1469676795000,2016-07-28 03:33:15,4,FALSE,5,1,Clinton’s VP Choice: More Harm Than Good https://t.co/iGnLChFHeP,758505571196764160,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://blackmattersus.com/11955-clintons-vp-choice-more-harm-than-good/""]",POSTED,[],,
2944766250,atlanta_online,1469997386000,2016-07-31 20:36:26,0,FALSE,0,1,"Hillary Clinton vows to fight, lead for all as she accepts ... https://t.co/R6VEQUlsA4 | https://t.co/1KPXto2HfW https://t.co/nB3hB1kBds",759850227201290240,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",[],"[""https://twibble.io"",""http://politics.blog.ajc.com/2016/07/28/hillary-clinton-vows-to-fight-for-all/""]",POSTED,[],,
1679279490,ameliebaldwin,1474009211000,2016-09-16 07:00:11,0,FALSE,0,1,RT @Rammer_Jammer84: I don't know about Hilary Clinton having a body double but it's super weird that she came out by herself considering s…,776677043874500608,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""rammer_jammer84""]",775293789032312832,
2587100717,judelambertusa,1423504288000,2015-02-09 17:51:28,,,,0,I ALWAYS do like this)))) https://t.co/Zuy1VdSpc5,564844041108328449,,[],[],POSTED,[],,
2584152521,queenofthewo,1486570137000,2017-02-08 16:08:57,,,,0,"RT @kimberqueenb: #ValentinesDayIn3Words To quote Elaine Benes: Fake,Fake,Fake!!",829361383212982274,,"[""ValentinesDayIn3Words""]",[],POSTED,[],,
4508630900,thefoundingson,1482886922000,2016-12-28 01:02:02,,,,1,"Time to get your unemployed millennial asses off the couch and get a job!  
#MakeAmericaGreatAgain https://t.co/JzP0KGxKIj",813912860568862721,,[],[],POSTED,[],,
2882013788,giselleevns,1484146625000,2017-01-11 14:57:05,,,,0,@DcStarlord the game starts in 5 minutes,819196440102731776,,[],[],POSTED,[],,
2533001646,jasper_fly,1471342180000,2016-08-16 10:09:40,,,,1,"RT @divinerebel: WHAT?!? OMG, How could @ComedyCentral cancel @larrywilmore? It is the only news show I can't miss. Bad decision- Please RE…",765490704466513920,,[],[],POSTED,[],,
1868981054,ryanmaxwell_1,1449247371000,2015-12-04 16:42:51,,,,1,"Obama and the looney left want to take our guns away, bring hordes of radical Muslims #Guns4NY",672818357754716160,,"[""Guns4NY""]",[],POSTED,[],,
1671234620,hyddrox,1475788388000,2016-10-06 21:13:08,0,FALSE,0,1,RT @Darren32895836: After Hillary Clinton Caught 4attempting 2take advantage of Americans hardships &amp;tears changes Strat #PrayForFlorida ht…,784139452457291776,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""PrayForFlorida""]",[],POSTED,"[""darren32895836""]",784101983674208256,
1679279490,ameliebaldwin,1474091297000,2016-09-17 05:48:17,0,FALSE,0,1,RT @steph93065: Hillary Clinton: Donald Trump’s Veterans Press Conference ‘Disgraceful’ - Breitbart https://t.co/CVvBOrTJBX,777021334794670080,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://www.breitbart.com/2016-presidential-race/2016/09/16/hillary-clinton-donald-trumps-veterans-press-conference-disgraceful/""]",POSTED,"[""steph93065""]",776993328449462273,
1868810166,bigboysneed,1475793255000,2016-10-06 22:34:15,0,FALSE,0,1,"RT @funkflex: (Video) Jeezy On Donald Trump: “If He Was A Rapper Right Now, He’d Be Tupac” 🤔 https://t.co/ApqAVshya9",784159863777660928,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://ow.ly/dRs7304V61X""]",POSTED,"[""funkflex""]",784155112226877441,
2882013788,giselleevns,1471268985000,2016-08-15 13:49:45,0,FALSE,0,1,RT @DanaGeezus: Those #ChildrenThinkThat they don't actually have to think before they say anything become Donald Trump when they grow up,765183701181304834,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[""ChildrenThinkThat""]",[],POSTED,"[""danageezus""]",765182957581656064,
2531159968,traceyhappymom,1475070069000,2016-09-28 13:41:09,,,,1,"RT @King__Dork: #MyBestFriendIsntAllowed to be my best friend. 
I hate all my friends equally.",781126604810510336,,[],[],POSTED,[],,
1658420976,baobaeham,1500024750000,2017-07-14 09:32:30,,,,1,RT @sexuaIgallery: tan lines https://t.co/HU9FsYdaH6,885794121742508032,,[],[],POSTED,[],,
2533653547,evagreen69,1450683656000,2015-12-21 07:40:56,,,,1,RT @Xamerican: Michelle Obama Tells San Bernardino Victims’ Families That She Will Rap For Them - https://t.co/jvQepJ4gss,678842574132482048,,[],[],POSTED,[],,
1657694515,daileyjadon,1479743187000,2016-11-21 15:46:27,,,,0,"RT @sheabrowning: I #HateToEatAndRun, but I'm eating. And running. BYE.",800727082401730560,,"[""HateToEatAndRun""]",[],POSTED,[],,
1655194147,melanymelanin,1461287517000,2016-04-22 01:11:57,,,,0,RT @FanBrosShow: Prince produced the entire 9-track album 'Batman' for the 1989 Tim Burton live action movie. It sold 4.3M copies. https://…,723318390228692992,,[],[],POSTED,[],,
3084088366,priceforpierce,1458672376000,2016-03-22 18:46:16,,,,1,#IslamKills we just mustn’t accept any refugees after #ParisAttacks #Brussels,712349693959806976,,"[""IslamKills""]",[],POSTED,[],,
737420000043139072,march_for_trump,1471017189000,2016-08-12 15:53:09,2,FALSE,1,0,"Join the flashmob across the state of Florida to support Mr. Trump on August, 20. Check the details on our page.",764127591435415553,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,[],,
2606301939,finley1589,1475166881000,2016-09-29 16:34:41,0,FALSE,0,1,"RT @IngrahamAngle: ""The arrogance of Washington DC will soon come face to face with the righteous verdict of the American voter."" --@realDo…",781532660858585088,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""ingrahamangle""]",781300440139005955,
1658202894,laurabaeley,1488707024000,2017-03-05 09:43:44,,,,1,"RT @BIZPACReview: Mexican congressman climbs border fence to prove a point, but he didn’t really think it through https://t.co/CodmjdFWhk h…",838324136334209028,,[],[],POSTED,[],,
1679279490,ameliebaldwin,1475852478000,2016-10-07 15:01:18,0,FALSE,0,0,RT @handley_dix: So was John Gotti. Does that mean he was morally innocent until the last investigation that sent him to prison ? Hi… ,784408262972243968,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""""]",POSTED,"[""handley_dix""]",784380632260448256,
2882331822,jenn_abrams,1474972562000,2016-09-27 10:36:02,269,FALSE,296,0,"The most honest Hillary's poster I've seen 😂
Good morning, guys https://t.co/rLQDW2ZOb3",780717628427907072,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],[],POSTED,[],,
2540882036,heyits_toby,1426768553000,2015-03-19 12:35:53,,,,0,"Until you spread your wings, you'll have no idea how far you can fly #EDQ",578535360952676354,,"[""EDQ""]",[],POSTED,[],,
1675280893,brianthelifter,1475764889000,2016-10-06 14:41:29,0,FALSE,0,1,RT @CurtisforMO: Yes. Otherwise what they say with regards to #ferguson is rhetoric and uninformed opinions.  Why wouldn't you visit? https…,784040888762822656,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""ferguson""]",[],POSTED,"[""curtisformo""]",784034651773865984,
1657753759,johnbranchh,1421404732000,2015-01-16 10:38:52,,,,0,"out of humbleness, Prophet used to sit with the poor, the needy",556037864639582209,,[],[],POSTED,[],,
3084088366,priceforpierce,1469784554000,2016-07-29 09:29:14,,,,1,RT @Europarl_EN: Tax avoidance costs us all. Read what's being done to make it more difficult → https://t.co/JgU00EsJxm https://t.co/V6ExAr…,758957546673545218,,[],[],POSTED,[],,
2671070290,patriotblake,1474300157000,2016-09-19 15:49:17,0,FALSE,0,1,"RT @DianeRainie1: Hey @HillaryClinton this message is for you. Pack it up &amp; go home Hillary,America is done with you. TRUMP is our man http…",777897358273093632,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""dianerainie1"",""hillaryclinton""]",777883658447261696,
4224729994,ten_gop,1477355760000,2016-10-25 00:36:00,367,FALSE,429,0,"Jon Voight: Let Donald Trump know we are completely behind him, and may God give him the strength to continue his c… https://t.co/CJt6I70UIl",790713486015770625,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"[""https://twitter.com/i/web/status/790713486015770625""]",POSTED,[],,
1679279490,ameliebaldwin,1484167881000,2017-01-11 20:51:21,,,,1,RT @realjunsonchan: I will replay this for hours and hours and make sure all my future kids and grandkids watch this. Trump Press Conferenc…,819285594320896000,,[],[],POSTED,[],,
1868981054,ryanmaxwell_1,1454757592000,2016-02-06 11:19:52,,,,0,NORAD Cmdr Sr Gen Staff involved in Cover-up#RT https://t.co/pA0lDQG2OU #RT @MoviFallenAngel #CCOT #TCOT https://t.co/jL2fB4Qe4M,695929900092362752,,"[""RT""]",[],POSTED,[],,
2753146444,onlinecleveland,1468883676000,2016-07-18 23:14:36,1,FALSE,0,0,Republican strategist Grover Norquist explains Donald Trump's appeal (video): Longtime Republican strategist Gro...  #Cleveland #politics,755178990566899713,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""Cleveland"",""Politics""]",[],POSTED,[],,
,evewebster373,1421429892000,2015-01-16 17:38:12,,,,0,waiting to see if leonardo will win an oscar tonight #Iamonfire,556143395622514688,,"[""Iamonfire""]",[],POSTED,[],,
1646999972,hollandpatrickk,1449060591000,2015-12-02 12:49:51,,,,1,"RT @tgradous: #TedCruz ‘OVERWHELMING MAJORITY OF VIOLENT CRIMINALS ARE DEMOCRATS’ https://t.co/eDXklBNGw5…
#DeathByDemocrat https://t.co/m1…",672034944047185921,,[],[],POSTED,[],,
,manuelkrosss,1500084003000,2017-07-15 02:00:03,,,,0,RT @MatthiasMeisner: Wie sollte die Debatte �ber #Linksextremismus gef�hrt werden? #G20 #NoG20 https://t.co/64xOeAIqs2,886223841026068481,,"[""Linksextremismus""]",[],POSTED,[],,
2620869737,puredavie,1470326812000,2016-08-04 16:06:52,,,,1,"RT @DanaGeezus: #ObamasWishList saying ""I told you so"" to critisize a new president",761231940208824324,,"[""ObamasWishList""]",[],POSTED,[],,
4224729994,ten_gop,1476061693000,2016-10-10 01:08:13,24,FALSE,27,1,"Reminder: Hillary caught using a child actor‼️ at her townhall in Haverford, PA

#Debate",785285775327911936,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""Debate""]",[],POSTED,[],,
1694026190,jacquelinisbest,1484005904000,2017-01-09 23:51:44,,,,0,"RT @Stevenwhirsch99: If you have an opportunity today, buy an officer a cup of coffee or even lunch. They deserve it! #ThankACop #LawEnforc…",818606212707127296,,"[""ThankACop""]",[],POSTED,[],,
1868496344,brianaregland,1483600410000,2017-01-05 07:13:30,,,,1,RT @AyeshaASiddiqi: this was very close to being a fifty tweet thread w moodboard but 👀🤐,816905445730291712,,[],[],POSTED,[],,
